registro,sujeto,run,tarea,label,mu_C3,mu_C4,mu_Cz,beta_C3,beta_C4,beta_Cz,coh_mu_C3C4,coh_beta_C3C4,coh_mu_C3Cz,coh_beta_C3Cz,coh_mu_C4Cz,coh_beta_C4Cz,ent_C3,ent_C4,ent_Cz,hjorth_act_C3,hjorth_mob_C3,hjorth_comp_C3,hjorth_act_C4,hjorth_mob_C4,hjorth_comp_C4,hjorth_act_Cz,hjorth_mob_Cz,hjorth_comp_Cz
S001_R04_REST_e010,S001,4,REST,0,2.710978461677225e-12,3.3476928698257763e-12,5.068208988955236e-12,2.3940631369973006e-12,2.2551672190069193e-12,2.2441279056427463e-12,0.20239613884336638,0.2961886113700554,0.4297268773370795,0.4141671364870486,0.5017027556482797,0.42248871378816505,0.7509125205729712,0.7212359588214434,0.7028794834035342,1.9345561934128273e-10,0.5598851788649457,1.9183797672828349,2.0019417310455972e-10,0.5381191558198034,1.9819528011710295,2.850660806261618e-10,0.48416069065124495,2.1044186025771863
S001_R04_REST_e011,S001,4,REST,0,1.0622251968967373e-11,4.320276284250485e-12,4.2895944911115734e-12,3.031133799990436e-12,3.639275668137367e-12,2.4224104992646448e-12,0.31606652645487965,0.2883762480758954,0.3268414925567953,0.3419053309535488,0.2097370643639277,0.4953866840639004,0.7171480135679099,0.7158962668846114,0.5757074203395373,2.8883207203368794e-10,0.4833669488073176,2.039519000928962,2.0033201177526738e-10,0.5166451833802028,1.8919032131521645,4.501390230118907e-10,0.32582538151334184,3.0181071347413457
S001_R04_REST_e012,S001,4,REST,0,1.2713160456665721e-11,5.350030232917779e-12,5.997336978628998e-12,3.766844916223322e-12,2.23446812473352e-12,2.8456473958642074e-12,0.2885950835547537,0.23825969788854987,0.23149767876781663,0.467055732048649,0.39476487835393925,0.3552051147750073,0.6634398840468309,0.7563789039393991,0.6242446517503378,3.708055124556931e-10,0.4478006849244877,2.161849496637215,1.9191448873413046e-10,0.5699010146892834,1.7705361180500836,4.3369591390422114e-10,0.3918714646359722,2.4736334382308995
S001_R04_REST_e013,S001,4,REST,0,1.3434587457965857e-11,1.0880820999319865e-11,6.826471074845309e-12,2.882768881964192e-12,2.913785354630398e-12,2.3201085091458027e-12,0.3160785437012798,0.2682729194438532,0.2924372741682502,0.3009152034313671,0.4763175360495462,0.3354974615784769,0.71893777168548,0.7330224758198112,0.6475934076608247,2.8489879786490317e-10,0.5152995329429673,1.8910872240807035,2.3431929732951973e-10,0.5099561696772491,1.924259591154649,3.1542020970647996e-10,0.41523714630106184,2.4478113480562507
S001_R04_REST_e014,S001,4,REST,0,2.244527103329977e-11,9.576409343978011e-12,5.884640629406801e-12,3.50631465124868e-12,3.0712233103276987e-12,1.957964421440941e-12,0.46548468912259444,0.2973359583773584,0.37168529858838206,0.4375975194538605,0.34890075884109384,0.3595034297515008,0.6592880763893767,0.7420057324658514,0.626922605949135,3.132730656448966e-10,0.49430335859742885,1.8210119251949375,2.1750496129815915e-10,0.5306394984757047,1.8704054962807803,3.674230065850083e-10,0.3879124894267529,2.5586257878837584
S001_R04_MI_L_e000,S001,4,MI_L,1,3.053081284905225e-12,6.866670366247739e-12,5.581027454817046e-12,2.452411593530102e-12,1.931920170517554e-12,1.8427310798630687e-12,0.24565037972270012,0.32800557459083907,0.34096873330855515,0.41518594429715666,0.5873971986170685,0.41854558904138534,0.7515870227766079,0.6699726089624836,0.6497481837298452,1.7761827671432683e-10,0.5930194368166862,1.8801684770838443,2.4534934024733945e-10,0.49044428470380297,2.165579147646955,3.2631907957783674e-10,0.4401039253030213,2.4803255849846164
S001_R04_MI_L_e001,S001,4,MI_L,1,6.209226665476891e-12,3.339570213301333e-12,4.627968282726825e-12,2.2167304018304164e-12,2.218913260217355e-12,1.942688029197642e-12,0.3994361822585265,0.29722744855717115,0.3217744883087701,0.4012812295282971,0.44622935310642375,0.368325004480266,0.6696119157075846,0.7018277775161177,0.6726437070396747,2.6475059277083366e-10,0.46983807225534974,2.2476458697823745,2.1924278574619548e-10,0.5078907605030991,2.1008414685063888,3.3555680043242654e-10,0.4049052377266447,2.5928519220181787
S001_R04_MI_L_e002,S001,4,MI_L,1,5.291756254089006e-12,4.7980168484594e-12,5.264240472101308e-12,2.8921374638645653e-12,2.613975538850908e-12,2.476180913318807e-12,0.47195162794620815,0.21955704543421564,0.2717235177834247,0.38334404516775594,0.20052576652262488,0.3883965588164145,0.7490337971026111,0.6977923967866257,0.6400172789224897,2.0983729719863e-10,0.5665003031471356,1.808294046393132,2.262142238929099e-10,0.5027146695045549,2.0814710167372836,4.101168693039361e-10,0.3786242445611962,2.6948567577834903
S001_R04_MI_L_e003,S001,4,MI_L,1,1.1596927874897953e-11,4.916819466927329e-12,1.0995395695226414e-11,2.2914413805308492e-12,1.8475314261747135e-12,2.8112462089214684e-12,0.3457306035823129,0.2553326063395027,0.5617885184326485,0.42156908843690777,0.5478501474103197,0.4557829010639165,0.6879629564665001,0.7078937554287651,0.6811296970623166,2.6932042469304453e-10,0.4661772335024677,1.9596830193561534,2.0198814026731247e-10,0.5103768975968584,2.050435183213348,4.0383008298815557e-10,0.39978215930077277,2.3782504179779473
S001_R04_MI_L_e004,S001,4,MI_L,1,4.5980406656888306e-12,2.7193267976315517e-12,7.398033083090332e-12,2.7283305981106277e-12,2.6801305200590657e-12,2.7796642450449728e-12,0.2658267085736148,0.266311857373054,0.5538440279561735,0.339322951183055,0.54753580891866,0.36125344753519933,0.7268959116717812,0.7148004320965752,0.6018632907880498,2.1498700671461742e-10,0.5097184717858015,2.0282661868646894,2.0938106453298677e-10,0.5234209066964125,1.9758768621286902,3.756186387670483e-10,0.4133955220113554,2.4340986404064515
S001_R04_MI_L_e005,S001,4,MI_L,1,3.4173877589402324e-12,3.707125835998971e-12,6.293171318177401e-12,2.1098402073942086e-12,2.06705005691025e-12,1.963427871612709e-12,0.22300100573335374,0.24205451458578783,0.42473767510237537,0.4062924249167485,0.261082156802724,0.43562249728459307,0.7133611780152563,0.6331212313419944,0.6160975134064335,1.8884252876538273e-10,0.5248313893340254,1.9654877070851,2.1241073051834946e-10,0.48893883734201543,2.134538900000447,4.135016371358742e-10,0.37794641573826493,2.610689324370279
S001_R04_MI_L_e006,S001,4,MI_L,1,6.0040612790346806e-12,3.963408768709461e-12,8.315356275123816e-12,2.333589065368866e-12,2.2416117080663725e-12,2.4916201181200843e-12,0.34634906492222184,0.2016946877963683,0.4217038557096935,0.3113813603040904,0.5066172617965295,0.3895423558664576,0.6821821867983691,0.6127660496129967,0.5714853654870891,2.412371820209979e-10,0.4804910330143293,2.122362363671943,2.642438585975669e-10,0.4585293094802294,2.3569236125927606,5.911239385007036e-10,0.3045174537039209,3.066599065875085
S001_R04_MI_L_e007,S001,4,MI_L,1,1.6458230995073138e-11,5.379465273477654e-12,9.47750995448198e-12,3.047793959819788e-12,1.8342366760021e-12,2.004956500916473e-12,0.26503393493868077,0.2578831758653752,0.44252931017053576,0.40563755435982524,0.32460797967610594,0.36661943255828566,0.7039375589511002,0.6432289391733934,0.6504762235849206,2.603963565336706e-10,0.5226697591802582,1.8986555366304358,2.2671357747758253e-10,0.45935644168811,2.264903970601094,3.5603370852161395e-10,0.3917156550585311,2.505696170949903
S001_R04_MI_R_e000,S001,4,MI_R,2,3.373826396974851e-12,7.170777284417875e-12,7.239574261544999e-12,2.311005940247266e-12,2.5093809071679147e-12,1.6404936823288821e-12,0.23963944491339542,0.2770050941288094,0.4954926467840202,0.415982958326886,0.5547018290404928,0.32067225391213017,0.7496174859263343,0.7139351394942173,0.7016112138218857,2.061863940806774e-10,0.6197877709485553,1.885852193570263,2.2017648730084448e-10,0.5359806225142866,2.04177077347348,2.885620725069339e-10,0.4492875156775512,2.410560210306065
S001_R04_MI_R_e001,S001,4,MI_R,2,2.371312851540437e-12,4.007350457130834e-12,3.659085678756979e-12,1.953734927264232e-12,1.8534428895189187e-12,1.9547421456896315e-12,0.448943239183602,0.2823740674208387,0.3547675184604374,0.4692175616811341,0.43152448760878415,0.41356761734437664,0.7129648086099143,0.7155603081247586,0.6395624041779665,1.7963195335103978e-10,0.5216081881076239,2.0529935534307637,1.7653241254697828e-10,0.4837465539369751,2.112402967673178,3.2800969854417597e-10,0.38662108898404246,2.6166304894420347
S001_R04_MI_R_e002,S001,4,MI_R,2,4.349952830358644e-12,2.9243894447054797e-12,2.54055533306165e-12,1.6591125822108701e-12,1.8805194604546904e-12,2.154493124309587e-12,0.2844942556504092,0.17314932921053172,0.3813261709050093,0.37032531137115077,0.39066560151077534,0.41214352999996196,0.6475692514787523,0.7321817611425117,0.6589103330736472,2.277186460661526e-10,0.4430778012717145,2.4177618691883977,1.722733312746282e-10,0.5144402256502616,2.091118383559463,2.801105742778666e-10,0.41462651179295124,2.5077978213223635
S001_R04_MI_R_e003,S001,4,MI_R,2,4.175518746109676e-12,7.811142716862858e-12,5.100052940887077e-12,2.7913170495821193e-12,2.741097240059735e-12,2.433674319747251e-12,0.16569336304704002,0.3163680711382658,0.3019849488994187,0.3864056765406576,0.4950384609119153,0.3316717068841492,0.6514918726259452,0.6937534806573372,0.6154197175670397,2.8067619270857023e-10,0.4511493492372166,2.2842346947731715,2.3555117310794836e-10,0.4851254766288982,2.0132274823176113,3.738219940191106e-10,0.3804575183335195,2.640110275077178
S001_R04_MI_R_e004,S001,4,MI_R,2,4.596750168374968e-12,4.071934568906972e-12,4.633738187931226e-12,2.7213589635367576e-12,2.1457191593049343e-12,2.5960386979838094e-12,0.3361905530140684,0.2638687163806599,0.40368200738727644,0.40748016492003725,0.3088697530604947,0.39103612432905904,0.7280019870913206,0.695257267136978,0.6096994789508433,1.9454613528107738e-10,0.5418416017952199,1.9334026838606448,2.2568046347906117e-10,0.4633098203412163,2.257778920371594,4.373163795041947e-10,0.371486952633915,2.783922612518423
S001_R04_MI_R_e005,S001,4,MI_R,2,4.2089181601055395e-12,6.754626307557199e-12,5.799315842786482e-12,2.3949546560374837e-12,2.702651094591412e-12,1.9216210551371206e-12,0.5953767382384362,0.32126178152784807,0.4083962787961154,0.5357491536266619,0.44913053980885037,0.3877166122000383,0.7503527466549028,0.6645135957949668,0.6598052240114319,1.8756064139992205e-10,0.5506648449286493,1.9452991131769237,2.665500380599232e-10,0.4563819499196686,2.160056377629663,2.889348017213228e-10,0.4198160520423321,2.4554058444315645
S001_R04_MI_R_e006,S001,4,MI_R,2,6.116596074996844e-12,1.205818359561754e-11,4.278762349164741e-12,2.54629141012464e-12,4.2408338450113444e-12,2.7185771612691988e-12,0.3933565197347514,0.35308767303679905,0.1526828555439977,0.38661521478949473,0.4329522988683181,0.48979603389841536,0.6907977839873859,0.6963228531146753,0.6309725249848108,2.5821903083740806e-10,0.47507521872715874,2.1276480312415718,2.994958872323572e-10,0.4533128203008042,2.0406496483681273,3.2160452423850637e-10,0.40182781124539263,2.5748582067424777
S001_R08_REST_e000,S001,8,REST,0,6.0406023095734835e-12,3.8902748874615916e-12,4.507087299462933e-12,2.164441368883243e-12,1.9113709998689007e-12,4.217036224452079e-12,0.29460061543067917,0.3399976112519478,0.3835348990329366,0.3830018638012906,0.4521775606954029,0.32280665692890803,0.6862964055998585,0.7137258415583411,0.7268528158619653,2.1522967245870888e-10,0.5163059537525538,1.994713930192662,1.62744669362002e-10,0.5348408506308827,1.8487433812537644,3.170361819580151e-10,0.6524160079617096,1.6077025778348721
S001_R08_REST_e001,S001,8,REST,0,5.036861118259484e-12,4.576028771079267e-12,4.937716726108033e-12,2.0284423317959102e-12,1.857610400521973e-12,1.7876189332684243e-12,0.25524283310554385,0.2242017583540016,0.45219292411364076,0.3872528430124042,0.3466100181987216,0.2582309204870569,0.6969630604436196,0.7112928589896264,0.6106110562269822,2.0322571861805772e-10,0.47370426817294775,2.1568776414728594,1.65144702211617e-10,0.48230613556968366,2.0378465923015385,3.193946160594467e-10,0.3633883945194712,2.698050133868527
S001_R08_REST_e002,S001,8,REST,0,3.96608713974777e-12,4.3077228543082965e-12,7.868189895036742e-12,2.1428057782513758e-12,1.739962577082793e-12,1.7483347127130054e-12,0.3966788418329277,0.32460886483390344,0.2761790334958284,0.40676157299688603,0.46126900110093666,0.360054800967942,0.7144552202522926,0.7142855747604854,0.6617633799589709,2.1288074237137948e-10,0.500665181410168,2.142537770321277,1.781450040630004e-10,0.5368349259547744,1.959844861591382,3.152387016253177e-10,0.39157458027298603,2.5519468186541587
S001_R08_REST_e003,S001,8,REST,0,3.686804369181483e-12,4.3495595925304606e-12,5.336525774056179e-12,2.121476587745672e-12,2.664639767575984e-12,1.848465246729739e-12,0.22261258328301758,0.30340762958439166,0.2523034745777599,0.3654465509276516,0.32121229662366846,0.3005454769334689,0.662116477934145,0.7283343905176596,0.6728284694843871,2.0280378929652918e-10,0.45938527674087215,2.2276749708245585,2.0242752139600427e-10,0.5162505586131402,1.978530422763077,2.840243425296045e-10,0.41000316738529424,2.466338583079817
S001_R08_REST_e004,S001,8,REST,0,1.2707902761350928e-11,6.654576226690286e-12,6.681347607844062e-12,4.02358215100227e-12,2.630039956196238e-12,2.9671584865352255e-12,0.3350727973223807,0.2406630524634855,0.35008127032142,0.4717015342818457,0.5210192871527626,0.35749491456881494,0.7010734828715992,0.6022915877555892,0.6618344053682031,3.100358044828837e-10,0.4794796556972621,1.958136663221208,3.0923207227585846e-10,0.4400073396699165,2.287958605205873,3.5677522746066877e-10,0.43979724610927734,2.304966367256642
S001_R08_REST_e005,S001,8,REST,0,4.6321145980405775e-12,3.44174497065145e-12,4.7407192887923195e-12,2.412772168091986e-12,2.1554117002422773e-12,2.081114858093345e-12,0.2196339992566384,0.308832347958875,0.42981416537324596,0.479704833597018,0.33660306642232174,0.38108752395599516,0.6662531723567413,0.7464170995088348,0.6500382512707563,2.21164030717039e-10,0.4744782974869826,2.088574354694669,1.5387621797220618e-10,0.5423473784238257,1.9252827950879712,2.8501435126781566e-10,0.4078113824730162,2.45095821587517
S001_R08_REST_e006,S001,8,REST,0,6.3939357519327645e-12,5.821317578364677e-12,4.762697132231e-12,3.969460623967987e-12,1.8757369321097774e-12,2.759874475896873e-12,0.3811908282339268,0.30200307568525947,0.2814821038877626,0.30836374297969993,0.3473075538557077,0.3878971065294892,0.7470750592825528,0.6956499583435621,0.6973729954020661,2.7256122157496956e-10,0.5173513306139085,1.8582433115895696,2.199436168673685e-10,0.4722265509891754,2.0983893902539767,3.154307968511408e-10,0.43498962817911946,2.3193230107886893
S001_R08_REST_e007,S001,8,REST,0,1.3743894695384431e-11,7.549710125381206e-12,7.64537833602391e-12,2.843298960339063e-12,2.581231230747725e-12,2.3565916513892724e-12,0.32592722269227686,0.38777578817866204,0.3175253398918489,0.3506185888964211,0.42842428516201325,0.3672128962909461,0.6904049469157807,0.7318123220450822,0.5852385200673473,2.75191571468291e-10,0.48766772945321163,1.9660329324240295,2.2332176861590175e-10,0.5084647334322041,1.9556884444217473,3.9069129792082737e-10,0.43423647751889244,2.400617117146795
S001_R08_REST_e008,S001,8,REST,0,4.429265076343759e-12,4.750541635275979e-12,3.9590212383678814e-12,2.0659724206263464e-12,2.4332153058463063e-12,2.578248782077942e-12,0.27116989891977233,0.257132440224841,0.35456207815581325,0.3643741294292388,0.2848252913645801,0.35482079231939956,0.6856092342788059,0.7074250558284201,0.6082576891840457,1.9557201476862314e-10,0.4981680674395414,2.0383216373387305,2.300468135153695e-10,0.4355067677087147,2.2750383656376845,3.30373840365736e-10,0.40349981311243127,2.5352123892023672
S001_R08_REST_e009,S001,8,REST,0,7.0542312803865935e-12,4.606354334605308e-12,5.619227523969137e-12,4.857594752747114e-12,3.65685279375577e-12,3.0864477391666017e-12,0.3788985680696378,0.29977138565272055,0.33659812009153783,0.33412225649869365,0.24368248119813832,0.46882827807609573,0.680313668924661,0.6156767431828802,0.5878127033188808,3.392864976964728e-10,0.49948177704445607,1.977599965484578,3.515393830779197e-10,0.4271654860777256,2.296987441251559,4.809454782881904e-10,0.36731575351406043,2.725115295489558
S001_R08_REST_e010,S001,8,REST,0,9.781375717178e-12,5.813489467226586e-12,5.613423575775709e-12,2.7837923371632486e-12,3.383107430184162e-12,3.472406150075661e-12,0.4699509798486621,0.4032456627403541,0.2162963217710961,0.35260263084872406,0.3627235433594069,0.43700912401202224,0.7423874188183927,0.743590084263824,0.691289345339756,2.3114271236014403e-10,0.5030398858001096,1.9224477928682522,1.857759074423535e-10,0.5438616635139472,1.8365400915213255,3.991334135062339e-10,0.42852020459628454,2.3493358650432454
S001_R08_REST_e011,S001,8,REST,0,2.756887417431289e-12,5.777007164863566e-12,2.837165515942758e-12,2.7612520111820122e-12,2.0648901762171282e-12,2.8451772641844562e-12,0.3083704020545118,0.19365135564825647,0.29489326000068933,0.43591160801307244,0.36458164259144565,0.23666553175211366,0.6920590999788514,0.6759475156417872,0.6132028914689288,2.3605006955380066e-10,0.4901203296027816,2.0539603288130666,2.3998907041689366e-10,0.4788587431162604,2.029446151087537,3.413191272893991e-10,0.4096503887344194,2.471809566232993
S001_R08_REST_e012,S001,8,REST,0,1.2227916243574676e-11,6.906107840539174e-12,8.411447083465645e-12,3.711621757691545e-12,3.158779588900038e-12,6.530399715668372e-12,0.3514405412939265,0.2923122615650708,0.3679158143787825,0.4228413501916794,0.25877207657212853,0.28565921732232175,0.7087515398290232,0.713741914964779,0.6927563641176063,2.98450780406988e-10,0.5103905121713679,1.9562225126151902,2.828359303589095e-10,0.47871710403048356,2.1034770329621897,5.585670389614331e-10,0.4985812151569411,2.065143172848161
S001_R08_REST_e013,S001,8,REST,0,6.893541062001161e-12,5.445544033195217e-12,4.875864460797331e-12,2.624951199525633e-12,2.8964306370510263e-12,7.059757018692946e-12,0.326228090190121,0.2736528548410813,0.23525359341309762,0.3870612199568249,0.3203675733314138,0.45181026733322927,0.7201693015531611,0.6913710333446976,0.7443486450192839,2.6869716005951045e-10,0.47733572947572134,2.132740673570945,2.2753376735470228e-10,0.4688942785091573,2.0747471125018824,3.390567353952476e-10,0.5975301822622953,1.7109217160504648
S001_R08_REST_e014,S001,8,REST,0,3.965880620409002e-12,5.924369247871249e-12,3.671909809556268e-12,2.059276913329123e-12,2.3507374052901454e-12,2.0103276883939034e-12,0.49108207672259024,0.3393639811045311,0.3680121796236384,0.42750680020341,0.22096929388138647,0.41086219753084574,0.6860015981414984,0.7184872497453259,0.5775157276882265,2.063368821395568e-10,0.4719774205461246,2.1329074119660913,1.8570611809820166e-10,0.4865792752397357,2.03659990278489,3.5512252706938844e-10,0.33545763706962506,2.9693204296402196
S001_R08_MI_L_e000,S001,8,MI_L,1,2.847199377027578e-12,5.020630420436849e-12,5.524516393962256e-12,1.6904190450604914e-12,2.275626905286953e-12,1.9895310652466695e-12,0.3591748785505538,0.24962324243859996,0.6218628250015841,0.38490863551024834,0.458664912158758,0.3364553793540707,0.7629450579443894,0.6936218228667885,0.6723694900407744,1.2558491842410041e-10,0.5842313560301317,1.824431936149424,1.8003916813410825e-10,0.5185282918223422,2.0407406897195792,2.4564203768893107e-10,0.44771492118284045,2.307143594433334
S001_R08_MI_L_e001,S001,8,MI_L,1,3.6270977469289398e-12,5.796907243480739e-12,4.1705577368327515e-12,2.219564522556722e-12,1.966808300929074e-12,1.7980870686121698e-12,0.24165507759697966,0.3029903728697774,0.40240517682455734,0.447831121900964,0.38884751335358825,0.4056638602046686,0.683464560182993,0.708392785520655,0.611343416536154,1.862074705745913e-10,0.4935880382517598,1.9888579431434992,2.21584065916456e-10,0.4668223730292849,2.177836549159511,2.665506465556762e-10,0.4302610414379012,2.4676096483137946
S001_R08_MI_L_e002,S001,8,MI_L,1,5.311668532607831e-12,2.9716379107529094e-12,4.551006161170279e-12,2.6087564959649826e-12,1.867351618550061e-12,2.517090070548713e-12,0.362487485317044,0.2623420843345469,0.2715636206641002,0.4257741677362112,0.28443802838216503,0.37800348315038745,0.6849409994549318,0.5976368471159439,0.6289900257898157,2.340867322224228e-10,0.4783257280871798,2.090941799003162,2.6605957188975786e-10,0.41826245051967337,2.401533875631454,3.4431193173252776e-10,0.4240615584040649,2.4121758093762526
S001_R08_MI_L_e003,S001,8,MI_L,1,3.252453257729029e-12,5.335929414471274e-12,4.755335588225788e-12,3.1542700532101854e-12,2.8850687063222222e-12,8.054066072587723e-12,0.37013759982426453,0.33269459174385396,0.3597034869503002,0.33957226018396564,0.3477991247718194,0.2762158618413327,0.720512732433912,0.7422860715787802,0.7308355344313214,3.114080618377009e-10,0.46344192581727844,2.160462848494878,2.444573237742546e-10,0.5263866714180647,1.9182098410343351,4.983137393026682e-10,0.566123983392311,1.7944144330887506
S001_R08_MI_L_e004,S001,8,MI_L,1,2.9859251466909326e-12,4.601303335109042e-12,4.53203724426996e-12,1.6838935759099841e-12,1.757062102003121e-12,2.0067277582720793e-12,0.17208865630544182,0.20419092090187244,0.16013773801406028,0.3603940594228832,0.6364274271256124,0.41166977673675514,0.6779867325231185,0.770029896361855,0.6514724319905671,1.80183290382154e-10,0.47316451708700985,2.1182717247353846,1.6484511770954046e-10,0.5472557578385407,1.876780636365051,2.86292102035827e-10,0.4351891176396406,2.387571603132878
S001_R08_MI_L_e005,S001,8,MI_L,1,4.712715440018344e-12,6.024244457121814e-12,5.687428636370766e-12,2.741581311063948e-12,2.598599752831279e-12,3.3722270275424353e-12,0.3573162797674364,0.33397863738762157,0.3623772179072068,0.2792089483974865,0.4810667067727816,0.4446596092205525,0.7294266020548505,0.7027726856358573,0.6852166309320595,2.1893434685789786e-10,0.47308493096663595,2.0852459831877503,2.2880239388739365e-10,0.4882940101245916,2.0320564774913152,3.375557823711626e-10,0.4743261473399258,2.1748120497883456
S001_R08_MI_L_e006,S001,8,MI_L,1,2.7185529199978975e-12,3.884400188947055e-12,3.1089774093498794e-12,1.7763654637039889e-12,2.1528627305896344e-12,2.2039175359111944e-12,0.3904852094606689,0.21572629935425927,0.4063241104580092,0.39591119686962234,0.23573314945225526,0.42329001712725783,0.6337612823146334,0.6850268690211142,0.5357288197913205,2.2490585421092901e-10,0.4511530810203924,2.338245919547066,2.086744852532351e-10,0.47663018568145354,2.1312174754810735,4.793505541234334e-10,0.3087241531519343,3.218541024655804
