sujeto,run_tipo,condicion,epoca,potencia_mu_C3,potencia_mu_C4,potencia_mu_Cz,potencia_beta_C3,potencia_beta_C4,potencia_beta_Cz
S001,MM,REST,4,7.927070228451645,8.985065699318989,7.319738313977884,4.7365756976791635,4.978433465219166,4.141425738507001
S001,MM,MM_L,2,6.445945491802483,12.734300969838491,9.621635527075457,2.6866407052187324,5.804581422931176,3.541314224303578
S001,MM,REST,5,5.69453721410581,9.82376089557358,6.933445750751794,3.3529093574268685,3.1305320126627327,2.755632998573652
S001,MM,MM_R,2,6.8720250924555595,5.403993536350013,9.00002455887947,2.2475841928745144,2.1453819611271276,2.227799642144505
S001,MM,REST,6,3.185964275897094,6.787346780416956,9.29614545864084,2.0460643352837975,2.459596043541953,2.163363344520373
S001,MM,MM_R,3,4.253136365454486,4.354506770655123,3.5161972794259895,2.2413800045819263,2.1343841977575524,2.157161386460096
S001,MM,REST,7,4.174810746557416,4.296052465850717,4.056645933937007,3.7196953805732176,2.4170572793838465,2.8474720512231064
S001,MM,MM_L,3,3.8739234265930174,2.3816649924930697,4.8722616829821686,2.2744528951974043,2.5117077528344978,2.298087119086063
S001,MM,REST,8,3.9397611886815684,6.454143328154642,3.9674696426530196,1.9676888619662325,2.869830678066162,2.0599497633729533
S001,MM,MM_L,4,6.670093280085909,6.5130392427809785,6.446025210832052,2.022515733687031,1.8092520117354358,2.073280692804999
S001,MM,REST,9,4.226326322855528,8.489297714822847,5.080825244376973,1.6853850394655556,3.1499299890225134,2.6176659971703566
S001,MM,MM_R,4,6.848081192159116,5.6396559743345644,7.360843760365119,2.4342160435100033,2.605515656643355,2.0758719634721
S001,MM,REST,10,5.335968139551532,4.095967484782348,4.072127106882322,3.264000734660003,2.992109212212363,4.585975043115832
S001,MM,MM_R,5,6.426836258328637,3.691317241782768,8.964463442144144,1.7191686571795943,1.5189193178206957,2.4554729961741195
S001,MM,REST,11,10.27358614630905,4.136147696299735,9.226761213414662,3.72446119924927,2.5999935320282894,2.215481794706138
S001,MM,MM_L,5,3.112285062495381,5.390841736604343,6.155836106017801,2.0964486864775616,1.8762524588779415,2.534991891138586
S001,MM,REST,12,7.972962497800422,6.436012979883788,3.7565152087790237,3.760011661033064,4.163120350473734,2.4840836991280884
S001,MM,MM_R,6,4.585209461939949,6.624042169050217,3.5889838584976514,2.3468959210452818,2.8337555581378067,2.628959588864607
S001,MM,REST,13,11.674588097697672,25.49383598091235,8.35277113404929,4.032925552112945,4.272991300227938,2.4994113448395403
S001,MM,MM_L,6,4.281415372155542,2.0475129243302317,5.015882708888104,1.9124055225573624,1.8051547937500056,2.0535457800248618
S001,MM,REST,14,3.8304207550946296,3.3631132640015284,6.11938575815111,2.14415044191868,1.960716530883064,1.6072901951766296
S001,MM,MM_L,7,3.7740596688815633,4.691921322218347,5.6042135271764835,2.60912038243744,1.9549906528314691,6.382739088891311
S001,MM,REST,0,2.8162290772831686,3.539345212081483,4.950003977744619,1.8495852211768558,2.1314714170312197,1.5358970502901559
S001,MM,MM_L,0,2.8521536920546495,3.5603156555897018,4.835752514470983,1.7630555404195145,1.600439327920022,1.8843264215803
S001,MM,REST,1,5.612115846514484,3.8968532403120744,5.270396102612894,2.317364585128996,2.1320674057579767,2.5876710354075696
S001,MM,MM_R,0,2.9268833313427156,4.248414794452581,5.653432092565516,1.6450646677605099,2.4128037731460426,2.7039052017564544
S001,MM,REST,2,7.3021155630575905,4.096751045641221,3.8875774892637778,3.613095788936735,2.447042664225088,4.70469048675455
S001,MM,MM_R,1,2.4419089214565894,4.348304207415202,5.848330812435181,2.999696768713986,1.7605159162092305,7.895898630445843
S001,MM,REST,3,6.164870534966558,5.705735216939644,6.255360163870166,5.857796404797544,3.2363317902967634,3.916725018636698
S001,MM,MM_L,1,10.265915238182666,8.928712751435285,11.861076671448082,2.6149440387946696,3.225703566192138,3.578315912971526
S001,MM,REST,4,8.351103757814123,8.79823664280646,4.7361175040696395,3.98313413589245,3.7635391566490752,1.5059363964151078
S001,MM,MM_R,2,7.755915230782593,5.139494533299748,7.526340039704209,2.25159429832056,3.0802765240462286,2.480799549219531
S001,MM,REST,5,16.792080533457224,5.658652528327987,5.049575621630046,3.690570670671631,3.7148355701005005,2.2650213069609584
S001,MM,MM_L,2,6.743748941176795,4.958595308718442,5.187363587836906,2.816821082789738,2.010853221871832,2.460504517277861
S001,MM,REST,6,9.023587621452819,13.332533170917678,7.907981244187355,3.9716927435260074,3.5386168312542132,2.271024428166121
S001,MM,MM_L,3,13.019263507616895,3.6288010746209096,8.608960785448692,2.948098156676455,2.278226068965125,3.092284094909097
S001,MM,REST,7,10.831331430972504,14.021327461644756,10.09723426042056,3.1485800640328216,4.290856426431252,2.697027189259893
S001,MM,MM_R,3,5.082269152823453,9.98932205788537,5.312233447939991,2.5544936027322427,3.916705008956485,2.712163287286136
S001,MM,REST,8,5.800673327535592,8.847393196954874,4.4886961956328095,3.1663048516071615,2.9981393368928244,2.5761665671073253
S001,MM,MM_R,4,3.465471342086224,8.639958640690617,8.960662361965609,2.9087255917876687,2.6256972428921173,7.008246802384206
S001,MM,REST,9,8.172428363148175,4.403499098505547,3.0594574770741225,4.433768296784849,3.0609993040960437,3.0875171458275674
S001,MM,MM_L,4,5.050245011790613,5.102767990826258,7.515247263636602,2.4009962654527257,2.0245191843096153,2.6030741593393705
S001,MM,REST,10,8.159350336819283,4.145373002608955,9.245679881472196,3.421454037705768,3.349573325303081,3.4944409849084836
S001,MM,MM_L,5,6.002461816453221,3.8745056277422467,5.194771289814603,2.90213944661058,2.5094968246784313,3.076040217140115
S001,MM,REST,11,18.412278919149315,9.429135281118583,9.325849094251351,4.82492001929949,4.1025398059873845,2.3203421492386482
S001,MM,MM_R,5,11.182316793482405,6.258272884659573,8.518181710029541,2.525974350254757,3.5293768952518123,2.9015639493274112
S001,MM,REST,12,13.630154043174954,10.542801025943934,5.869062408880202,3.5454716319303228,2.6956910551439957,3.6742340251219794
S001,MM,MM_R,6,5.342401576478702,6.20727211178594,5.342004380233371,1.8737000386871945,2.0441937621065143,2.5200905353748206
S001,MM,REST,13,19.31720388749254,19.134486778113338,7.710468198798727,4.068341754054485,3.6886363276252396,2.7595705176857734
S001,MM,MM_L,6,8.389278592356648,2.7384040094835065,6.448983328682163,3.319401719900976,2.4078597535138053,2.79844539529363
S001,MM,REST,14,29.932480600627386,20.4054385291495,19.988719198424434,6.854632265164125,4.469369504196826,4.981548866936848
S001,MM,MM_R,7,8.837625169046753,7.992440025673421,6.963625504568352,2.829636168025353,3.733823120647826,3.443781389379524
S001,MI,REST,0,3.0701978842460593,7.706645437572131,8.94517101426438,2.6779357979866676,2.735354999617353,2.372854313937162
S001,MI,MI_R,0,3.373826396974851,7.170777284417877,7.239574261544999,2.3110059402472656,2.5093809071679156,1.6404936823288823
S001,MI,REST,1,4.2367356765820166,4.202317417823878,4.779347461579209,2.3424973982783137,1.968303639357016,1.7318072742305948
S001,MI,MI_L,0,3.0530812849052253,6.8666703662477415,5.581027454817048,2.4524115935301025,1.9319201705175544,1.8427310798630692
S001,MI,REST,2,9.757747290527439,9.990099037012012,6.480408127252875,2.0143087988159807,2.7024618219170624,2.001414196618497
S001,MI,MI_L,1,6.2092266654768915,3.339570213301334,4.627968282726826,2.2167304018304166,2.218913260217355,1.942688029197642
S001,MI,REST,3,6.9406864782031095,8.609433624988434,4.560111440969091,2.742810676473741,2.293918513157345,2.4069153631630726
S001,MI,MI_R,1,2.371312851540437,4.007350457130834,3.659085678756979,1.953734927264233,1.8534428895189188,1.954742145689632
S001,MI,REST,4,6.488558439634488,5.128647160822606,7.834324912556061,2.012367370797844,2.3470305589228824,2.0218273645191362
S001,MI,MI_R,2,4.349952830358644,2.92438944470548,2.54055533306165,1.6591125822108697,1.8805194604546902,2.1544931243095875
S001,MI,REST,5,3.683280479652224,3.0862560832139736,3.5069046172501452,2.2246106252042965,1.6056381759154574,2.1825257098144784
S001,MI,MI_L,2,5.291756254089007,4.798016848459401,5.264240472101309,2.892137463864566,2.6139755388509065,2.476180913318806
S001,MI,REST,6,12.26147812467148,5.292761783094203,5.873759819067473,4.584632440929108,3.1661946384942405,3.308485688651071
S001,MI,MI_R,3,4.1755187461096765,7.811142716862857,5.100052940887078,2.7913170495821196,2.741097240059736,2.4336743197472512
S001,MI,REST,7,10.181500159330565,7.300409403212599,5.569720061854454,3.884861772478584,2.434134644903544,2.5697555786807054
S001,MI,MI_L,3,11.596927874897958,4.916819466927329,10.995395695226414,2.29144138053085,1.8475314261747133,2.8112462089214683
S001,MI,REST,8,7.764358113344127,8.484148467412421,2.689166255534903,2.387600477981363,1.8761088057689927,2.0770580406504857
S001,MI,MI_R,4,4.596750168374968,4.071934568906973,4.633738187931225,2.7213589635367597,2.1457191593049347,2.5960386979838104
S001,MI,REST,9,8.142364080651916,5.766397134512357,4.025497172478023,3.297053945645222,2.199962564828076,2.5729460181815087
S001,MI,MI_L,4,4.598040665688831,2.7193267976315525,7.398033083090329,2.7283305981106283,2.680130520059066,2.779664245044973
S001,MI,REST,10,2.710978461677225,3.347692869825777,5.068208988955236,2.3940631369973,2.25516721900692,2.244127905642747
S001,MI,MI_L,5,3.417387758940233,3.7071258359989714,6.2931713181774,2.1098402073942095,2.0670500569102495,1.9634278716127096
S001,MI,REST,11,10.622251968967376,4.320276284250485,4.289594491111575,3.031133799990436,3.639275668137368,2.4224104992646454
S001,MI,MI_R,5,4.20891816010554,6.754626307557198,5.799315842786482,2.3949546560374837,2.702651094591412,1.921621055137121
S001,MI,REST,12,12.71316045666572,5.35003023291778,5.997336978628997,3.766844916223321,2.2344681247335205,2.8456473958642072
S001,MI,MI_L,6,6.0040612790346835,3.9634087687094612,8.315356275123817,2.3335890653688662,2.241611708066373,2.491620118120085
S001,MI,REST,13,13.434587457965858,10.880820999319866,6.82647107484531,2.882768881964192,2.9137853546303982,2.320108509145804
S001,MI,MI_R,6,6.1165960749968455,12.058183595617544,4.278762349164741,2.546291410124639,4.2408338450113465,2.718577161269199
S001,MI,REST,14,22.445271033299775,9.576409343978014,5.884640629406801,3.50631465124868,3.0712233103277,1.9579644214409413
S001,MI,MI_L,7,16.45823099507314,5.3794652734776545,9.47750995448198,3.047793959819788,1.8342366760021,2.0049565009164727
S001,MI,REST,0,6.040602309573486,3.8902748874615924,4.507087299462935,2.1644413688832436,1.9113709998689015,4.217036224452079
S001,MI,MI_L,0,2.8471993770275783,5.020630420436848,5.524516393962257,1.6904190450604915,2.2756269052869533,1.9895310652466698
S001,MI,REST,1,5.036861118259485,4.576028771079267,4.937716726108034,2.0284423317959104,1.8576104005219736,1.7876189332684247
S001,MI,MI_R,0,3.2984377092419574,5.469849012184225,4.6687737754039045,1.8855675948919113,2.626183662010888,2.41689111921325
S001,MI,REST,2,3.9660871397477697,4.307722854308298,7.868189895036743,2.1428057782513763,1.739962577082793,1.748334712713006
S001,MI,MI_L,1,3.62709774692894,5.79690724348074,4.170557736832753,2.2195645225567224,1.9668083009290747,1.7980870686121697
S001,MI,REST,3,3.686804369181483,4.349559592530461,5.336525774056179,2.1214765877456725,2.664639767575983,1.8484652467297393
S001,MI,MI_R,1,4.304172732453608,3.7119146160025145,3.5761192768368106,2.565356199942651,2.1898896500675495,3.3139968477859747
S001,MI,REST,4,12.707902761350931,6.6545762266902875,6.681347607844062,4.023582151002272,2.63003995619624,2.9671584865352254
S001,MI,MI_L,2,5.311668532607831,2.97163791075291,4.551006161170279,2.608756495964984,1.8673516185500616,2.5170900705487127
S001,MI,REST,5,4.6321145980405785,3.4417449706514507,4.740719288792321,2.412772168091987,2.155411700242277,2.0811148580933447
S001,MI,MI_R,2,4.671620777273126,2.69197916306216,5.110746703931758,2.247736066731136,2.3533726427316837,2.943968975608626
S001,MI,REST,6,6.393935751932764,5.821317578364678,4.762697132231001,3.969460623967986,1.8757369321097774,2.7598744758968743
S001,MI,MI_L,3,3.2524532577290284,5.335929414471275,4.7553355882257895,3.1542700532101855,2.885068706322222,8.054066072587723
S001,MI,REST,7,13.74389469538443,7.549710125381205,7.64537833602391,2.843298960339063,2.5812312307477256,2.356591651389273
S001,MI,MI_R,3,3.565325322779935,4.334895129532292,5.187667119456824,1.6864626331930304,1.532861518279855,2.0975588325909427
S001,MI,REST,8,4.429265076343759,4.7505416352759795,3.9590212383678827,2.0659724206263466,2.4332153058463066,2.5782487820779423
S001,MI,MI_R,4,4.132334679755738,3.2747515114891264,4.882548039235765,1.8191071213315515,2.757232248609222,2.0709507604306037
S001,MI,REST,9,7.054231280386594,4.606354334605308,5.619227523969138,4.857594752747116,3.6568527937557707,3.0864477391666023
S001,MI,MI_L,4,2.9859251466909336,4.601303335109042,4.532037244269961,1.6838935759099842,1.7570621020031216,2.0067277582720804
S001,MI,REST,10,9.781375717178001,5.813489467226586,5.613423575775709,2.78379233716325,3.3831074301841624,3.4724061500756602
S001,MI,MI_L,5,4.7127154400183455,6.024244457121815,5.6874286363707665,2.7415813110639466,2.59859975283128,3.372227027542436
S001,MI,REST,11,2.7568874174312894,5.777007164863566,2.8371655159427576,2.761252011182013,2.0648901762171277,2.8451772641844575
S001,MI,MI_R,5,4.125741872190563,6.5371652642837095,8.302158303687126,2.465441138250161,2.3438415215889954,1.9943158577945455
S001,MI,REST,12,12.227916243574677,6.906107840539175,8.411447083465646,3.711621757691545,3.1587795889000376,6.530399715668373
S001,MI,MI_R,6,3.837943853947024,5.961692717765205,7.1824954700440085,1.7562438113501069,2.0950354232000037,3.5054257388224896
S001,MI,REST,13,6.8935410620011615,5.445544033195217,4.875864460797332,2.6249511995256336,2.8964306370510253,7.059757018692947
S001,MI,MI_L,6,2.718552919997897,3.884400188947055,3.10897740934988,1.7763654637039894,2.152862730589634,2.203917535911195
S001,MI,REST,14,3.9658806204090014,5.92436924787125,3.671909809556269,2.059276913329123,2.3507374052901446,2.0103276883939043
S001,MI,MI_L,7,3.0178217071467808,4.599280072886413,4.327378675211433,1.9358870576547693,1.8547132535020723,2.0006649122310884
S001,MI,REST,0,3.819769644346567,3.3307825356207053,5.232664201615268,2.2594893459715704,1.9572774223820824,1.841805488357579
S001,MI,MI_R,0,1.6585103177908012,3.8361435884030834,4.107445875829531,1.6901983704984007,1.6669490792446007,1.8369363521527031
S001,MI,REST,1,5.460091223352856,2.9232292469921077,4.67954062264088,2.3307851866454388,1.6934263483259617,2.104429120828913
S001,MI,MI_L,0,5.556297563449238,4.825490420382489,6.0601456015758295,1.727771835394107,2.153027071647857,2.0214560557607597
S001,MI,REST,2,5.3381049965259955,2.8452001433535345,5.718388136569183,1.8718068546356865,2.125652303764656,2.046122742903863
S001,MI,MI_R,1,2.817089554439649,3.754404295333917,2.8780367474138564,1.8058447440150542,1.9357517684096397,2.0861747916032565
S001,MI,REST,3,6.600383361776625,8.18261532718828,3.704894174835439,2.8482494717524673,1.643302653648319,1.9888804072448427
S001,MI,MI_L,1,4.154201860881951,4.2203717274418695,4.8749727846045765,2.112572358194494,1.5162304133775586,1.993546536617304
S001,MI,REST,4,7.918864396461631,4.943741819713836,3.0815852042414282,1.8675496471454351,2.0966635132299767,2.2354720437499656
S001,MI,MI_L,2,11.65247811518346,8.37128330892867,13.028577336677548,2.0964773372498304,2.3829019216306913,3.032145781454421
S001,MI,REST,5,10.55707168222814,12.300257132160702,6.42732617293091,2.9101672625907393,4.749352412449136,3.8941952217926077
S001,MI,MI_R,2,6.746507705350844,13.742873719279233,7.141819513771489,2.0552295110834726,2.600994041083483,2.251585624500699
S001,MI,REST,6,12.566657290213934,8.549054209127599,6.280096994983426,3.6393310517894872,3.1941436314982137,2.5948020440773787
S001,MI,MI_R,3,5.02131566549888,6.437404084809437,4.234903634672487,2.1621174750549845,2.9498498136983478,2.142008281145232
S001,MI,REST,7,5.854402477866033,5.368108774091312,7.527971058828797,2.944541815208669,2.671510349900219,2.770658300297316
S001,MI,MI_L,3,12.98002570589085,5.227409332561748,6.313952796218455,2.665416078254881,3.404995192793772,2.425572819851382
S001,MI,REST,8,8.086756675456611,8.396019264527991,5.6638644094117065,3.020126534960876,3.3054432870870376,2.442674677862485
S001,MI,MI_L,4,16.96621701603789,6.544754402127235,6.837692379118104,2.8958386299494205,2.2599562931325776,2.4451794816504715
S001,MI,REST,9,11.495806549050773,10.934424943472035,6.280440150283912,2.037716850597883,2.651064404480522,2.3194073850049413
S001,MI,MI_R,4,6.106337281543192,7.369358363804084,5.273148121830201,2.2305408596905787,2.4578248089395855,2.450992565689723
S001,MI,REST,10,4.99836139252919,8.510086864383677,8.628594952827587,3.031288836265862,3.0534453386107754,2.8825362706140254
S001,MI,MI_R,5,4.522839166586253,5.640904918077493,5.466786809105345,2.6498741572148496,1.901753400438799,2.6323497209552387
S001,MI,REST,11,13.978156202757006,8.247974785675956,5.573347514929419,4.318841198955182,2.5285714821460403,2.270849878041834
S001,MI,MI_L,5,12.097725636168075,4.167759482576971,9.558188491147858,3.925098816978443,1.902935962561027,2.8880640545830807
S001,MI,REST,12,10.373108328422084,13.360420570296084,9.274639133711581,3.6834306314052334,3.586518769357268,2.3513232303529685
S001,MI,MI_R,6,5.653769925072085,5.355104783031824,5.624503895755877,2.710087449554724,2.314041845476038,2.5655848474309364
S001,MI,REST,13,8.853600722148393,6.48896128475495,3.621202103667509,3.2959200136887223,1.8286346183825237,2.535673742308663
S001,MI,MI_L,6,7.9301914071792226,4.549805247473692,7.046107451595959,2.002475288970108,2.256652142064563,3.674580224483666
S001,MI,REST,14,4.9184836107650405,6.899100567469183,5.767212725652323,1.9624728928043578,2.040087237729878,3.8364104866852102
S001,MI,MI_R,7,4.0433469298824924,2.9675150169938895,5.4787185064759765,1.9626011406858626,2.1861577367390157,2.1698988426405266
S002,MM,REST,0,6.558115853082466,1.2432770625090908,2.909940637776382,2.0405842068229187,1.2840690865013378,3.7403719710043895
S002,MM,MM_L,0,1.5632488707676333,1.2915897962984328,2.321230362389407,1.1095614249233814,0.6873215349729068,1.6264233136813193
S002,MM,REST,1,2.556025383932956,1.9313087338692427,4.292591821559473,2.3898271496788808,2.257117560177195,2.474702988470578
S002,MM,MM_R,0,2.4279255364175816,2.0498437517665584,2.9496009811041985,1.0504433663483788,0.7401086193143108,2.489735712633089
S002,MM,REST,2,5.634833290375584,1.9234029649033781,3.786697450500268,3.100300668205279,1.2140918974850698,3.4606694328040537
S002,MM,MM_R,1,1.7170995532539952,2.2370265866011376,5.16067571488724,0.9566805765797559,1.1307082144678513,2.403276491080264
S002,MM,REST,3,1.8424506297679455,0.9625315132782707,1.918114007124898,1.3072201546550235,0.8630251574356571,3.5671702874685565
S002,MM,MM_L,1,1.245222886112531,1.3525632323731074,1.9708737850718239,1.193255223128306,0.7836783959774491,3.1056807562911217
S002,MM,REST,4,6.393828950579076,1.733549963950452,3.914854116264915,2.6066401411520466,1.580560320097851,3.7381094127142647
S002,MM,MM_L,2,3.290722418898216,1.134601953280895,3.747444836541654,1.1127939864499143,0.6695225708591276,3.1280313263338084
S002,MM,REST,5,12.073727175646338,3.852027549760985,4.538756756627623,2.725158191984396,2.0531797758055723,5.293360426765623
S002,MM,MM_R,2,1.7938790833727998,2.6691342392841024,4.210511814308747,0.8200673735562217,1.4626320753084716,5.406006600768288
S002,MM,REST,6,11.883626114499734,2.546614347615076,4.681708629852069,1.6916963060769472,1.292100721651856,2.940575822506535
S002,MM,MM_R,3,2.2483854472785882,3.58493656673818,4.537708810175894,1.2237105790659217,1.4456191979591353,3.3926354894356026
S002,MM,REST,7,10.790940156768787,2.4759771882117936,3.892542419470427,1.9561219071820821,1.7541561411165854,6.102274269808229
S002,MM,MM_L,3,3.9513255933242517,2.541107552741267,6.06744339825051,1.1648778200655632,0.9576207846798594,3.3177229302818643
S002,MM,REST,8,4.747665820706336,2.4941721654718125,4.1589883144949,2.2570114919961712,2.291912081440398,5.166338933111471
S002,MM,MM_R,4,2.6711849696414336,3.0028945668749816,6.779208238790275,1.1325665632177095,0.9810581505436552,3.2162088701562093
S002,MM,REST,9,1.9689286099820638,1.5128614812692143,4.203486185030618,1.5189142593153544,0.8675585577193022,3.378327295096735
S002,MM,MM_L,4,1.8588208896397784,1.038014358291072,1.7781337808823925,1.523884357468853,0.8103095762643618,3.966843001744617
S002,MM,REST,10,4.284577506086508,4.922391801540215,5.931668910505901,1.9336471437895564,1.7981966996353527,3.7391353646068617
S002,MM,MM_L,5,2.462047076910828,2.4085935824737588,2.991695101578328,1.1708454332521205,0.8480909251656445,3.1857390589189514
S002,MM,REST,11,7.101202811444095,4.3122188852589645,3.9497738874894415,3.762063741964383,1.5546980820716314,4.42693434765128
S002,MM,MM_R,5,2.6658949647321486,1.5730129568424411,4.362181883974651,1.5033362706526383,1.6495325638383291,3.2298591454642187
S002,MM,REST,12,10.490650361391355,7.531434721005653,10.576673644640712,3.058775764321505,2.209820345968388,5.105985956990351
S002,MM,MM_L,6,2.8287810063980956,1.563170390950196,4.77533986894133,1.8805168718704177,1.2730196257198538,3.718855233000195
S002,MM,REST,13,12.675147075503466,3.7192728184199693,4.7411747777068936,2.0561719320683154,2.213963098925766,4.071853530521326
S002,MM,MM_R,6,4.807393882917011,3.88547227054406,8.031791786536472,0.8814764999222197,1.0919999165849115,2.3258335165015347
S002,MM,REST,14,11.070131815153228,1.9539235973390228,3.0296766614617994,19.089619401105228,2.9959278329470065,4.786889298005837
S002,MM,MM_L,7,7.129862865245043,1.9858240733498735,3.7153591303717586,21.068358404623286,1.3289100108170973,5.038332576109839
S002,MM,REST,0,7.649031218637594,5.000114747550052,8.560269177476455,2.097666226095041,1.7969199904789712,5.1686220795166244
S002,MM,MM_R,0,2.387550489957878,2.4968016029697573,3.211383396125346,0.943747746588422,1.048284442732192,3.641011809069826
S002,MM,REST,1,5.665391810660169,1.287735317235148,5.120174852317618,1.1596588980143123,0.9844534421926543,5.284692688862216
S002,MM,MM_L,0,2.8466925972168786,1.3551944721001337,2.705431718710633,1.2105158886705498,1.2113802463422192,4.586131860841523
S002,MM,REST,2,2.785399773504678,3.4492687942627813,4.516933745283728,0.9326072503079768,1.314295193108242,3.017774557748036
S002,MM,MM_R,1,1.6879382780440118,1.1655024118956798,3.193698196909531,1.3449489917350965,1.379394060149669,4.6666742021847
S002,MM,REST,3,2.4414485623169018,2.193806281033241,5.032128939944785,1.8021077636453031,0.830263140154017,3.798137494925069
S002,MM,MM_L,1,4.324325570577194,2.6052378571925727,6.0609082693486185,1.3923228165676023,0.7786011708478471,4.128799021625896
S002,MM,REST,4,1.3209122303527732,1.1978112715104094,3.3539298127350126,1.0983904211192888,1.0060081843919348,5.421806959955275
S002,MM,MM_R,2,1.2911753421656667,1.356174359432391,3.4469141332341313,0.8413007409791806,0.7866067132265187,3.4065998229524235
S002,MM,REST,5,0.7387953515732554,1.42422389647381,3.712009691421597,1.3018360714396038,0.821821888251057,4.698891561600214
